network_code,receiver_code,receiver_type,receiver_latitude,receiver_longitude,receiver_elevation_m,p_arrival_sample,p_status,p_weight,p_travel_sec,s_arrival_sample,s_status,s_weight,source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude,source_longitude,source_error_sec,source_gap_deg,source_horizontal_uncertainty_km,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_type,source_magnitude_author,source_mechanism_strike_dip_rake,source_distance_deg,source_distance_km,back_azimuth_deg,snr_db,coda_end_sample,trace_start_time,trace_category,trace_name
AV,AKRB,BH,54.1292,-166.0708,334.0,900.0,manual,0.5,16.709999084472656,2384.0,manual,0.5,14094463,2009-10-27 10:50:35.23,1.21,53.2398,-166.7377,1.203,141.999,,49.77,,3.9,mb,,,0.98,108.35,23.8,[48.59999847 49.70000076 47.09999847],[[5141.]],2009-10-27 10:50:42.940000,earthquake_local,AKRB.AV_20091027105041_EV
HV,AIND,HH,19.372067,-155.457228,1524.0,901.0,autopicker,0.94,6.349999904632568,1364.0,autopicker,0.81,hv61627571,2017-03-04 00:07:11.050000,,19.17483,-155.46417,,,,35.67,,2.0,md,,,0.1963,21.85,181.0,[14.60000038 18.20000076 17.70000076],[[2203.]],2017-03-04 00:07:08.390000,earthquake_local,AIND.HV_20170304000707_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,701.0,autopicker,0.92,3.3399999141693115,949.0,autopicker,0.66,hv61177571,2016-02-14 09:53:30.280000,,19.409,-155.40134,,,,8.8,,2.22,ml,,,0.1354,15.06,285.0,[14.30000019 12.10000038 21.39999962],[[2394.]],2016-02-14 09:53:26.610000,earthquake_local,AHUD.HV_20160214095325_EV
HV,ALEP,EH,19.541178,-155.644036,2894.0,600.0,manual,0.6,9.0,1263.0,manual,0.0,hv61993256,2017-12-01 08:50:11.350000,,19.71633,-155.22317,,,,41.09,,1.98,md,,,0.4333,48.22,66.2,[27.60000038 28.10000038 29.89999962],[[2190.]],2017-12-01 08:50:14.350000,earthquake_local,ALEP.HV_20171201085013_EV
PB,B045,EH,40.436,-123.9965,29.4,900.0,manual,0.62,4.989999771118164,1294.0,manual,0.53,nc72213871,2014-05-01 17:36:32.630000,,40.50083,-124.20333,,,,20.77,,1.31,md,,,0.1703,18.96,292.4,[22.39999962 24.70000076 18.70000076],[[1758.]],2014-05-01 17:36:28.620000,earthquake_local,B045.PB_20140501173627_EV
AK,ATKA,BH,52.2016,-174.1975,55.0,800.0,manual,0.5,23.82999992370605,2325.0,autopicker,0.89,603986991,2013-09-01 06:46:03.15,2.05,51.1246,-175.1566,1.228,210.313,,4.04,,4.0,mb,,,1.23,136.97,28.6,[34.40000153 30.60000038 24.29999924],[[5900.]],2013-09-01 06:46:18.980000,earthquake_local,ATKA.AK_20130901064617_EV
EC,ANTS,HH,-0.4973,-78.170403,4580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 20:08:54,noise,ANTS.EC_20180116200854_NO
AV,AUCH,BH,59.3626,-153.4447,916.0,700.0,manual,0.74,19.55900001525879,2267.0,manual,0.76,ak17004820,2017-10-10 11:51:14.831000,0.97,58.8579,-151.4044,0.48,,6.051,46.8,0.3,3.3,ml,,,1.163,129.09,116.6,[28.60000038 35.70000076 25.89999962],[[4151.]],2017-10-10 11:51:27.390000,earthquake_local,AUCH.AV_20171010115127_EV
HV,AIND,HH,19.372067,-155.457228,1524.0,800.0,manual,0.63,6.96999979019165,1494.0,manual,0.0,hv61798051,2017-06-10 21:32:39.780000,,19.37433,-155.10133,,,,3.01,,0.94,md,,,0.336,37.39,89.7,[19.39999962 12.19999981 10.10000038],[[2351.]],2017-06-10 21:32:38.750000,earthquake_local,AIND.HV_20170610213237_EV
HV,ALEP,EH,19.541178,-155.644036,2894.0,800.0,manual,0.64,3.190000057220459,1022.0,manual,0.54,hv70061721,2018-03-25 07:29:04.120000,,19.4245,-155.61317,,,,1.32,,2.1,ml,,,0.1197,13.32,166.0,[53.20000076 48.20000076 49.90000153],[[2488.]],2018-03-25 07:28:59.310000,earthquake_local,ALEP.HV_20180325072858_EV
DK,ANGG,HH,65.616302,-37.6371,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 17:25:48,noise,ANGG.DK_20180115172548_NO
C1,AC05,HH,-28.836377,-70.273777,1227.0,600.0,manual,0.5,30.38999938964844,2922.0,manual,0.5,606918951,2014-06-30 12:22:13.28,0.71,-27.4823,-69.0829,1.5506,73.297,9.18939,112.85,,3.9,mb,,,1.71,190.26,217.7,[38.70000076 35.29999924 38.20000076],[[5900.]],2014-06-30 12:22:37.670000,earthquake_local,AC05.C1_20140630122236_EV
CN,A21,HH,47.7045,-69.6892,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 18:16:54,noise,A21.CN_20180115181654_NO
AE,319A,HH,31.3757,-109.280899,1187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 18:11:18,noise,319A.AE_20180115181118_NO
PB,B045,EH,40.436,-123.9965,29.4,700.0,manual,0.62,7.760000228881836,1255.0,manual,0.62,nc72478501,2015-07-05 02:14:28.480000,,40.42933,-124.44367,,,,23.47,,1.75,md,,,0.3414,37.95,268.7,[25.70000076 22.20000076 20.29999924],[[2302.]],2015-07-05 02:14:29.240000,earthquake_local,B045.PB_20150705021428_EV
HV,AIND,HH,19.372067,-155.457228,1524.0,700.0,manual,0.61,6.53000020980835,1204.0,manual,0.56,hv61186191,2016-02-24 19:28:24.550000,,19.22367,-155.52633,,,,39.35,,2.39,md,,,0.1614,17.96,203.7,[46.5        42.90000153 34.09999847],[[1827.]],2016-02-24 19:28:24.080000,earthquake_local,AIND.HV_20160224192823_EV
C1,AC04,HH,-28.2046,-71.0739,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 23:40:18,noise,AC04.C1_20180115234018_NO
CN,BAIB,HH,52.5757,-131.7534,804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 05:14:18,noise,BAIB.CN_20180115051418_NO
LD,ASNY,HH,44.39812,-73.8103,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-17 15:28:00,noise,ASNY.LD_201706171528_NO
HV,ALEP,EH,19.541178,-155.644036,2894.0,800.0,manual,0.51,11.699999809265137,1642.0,manual,0.0,hv70066371,2018-03-30 16:01:39.540000,,18.8385,-155.49533,,,,31.52,,1.97,md,,,0.713,79.34,168.7,[12.30000019 10.30000019 14.80000019],[[3199.]],2018-03-30 16:01:43.240000,earthquake_local,ALEP.HV_20180330160142_EV
C1,AC04,HH,-28.2046,-71.0739,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 20:41:06,noise,AC04.C1_20180115204106_NO
C1,AY03,HH,-47.253042,-72.590769,206.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 03:25:06,noise,AY03.C1_20180115032506_NO
HV,AIND,HH,19.372067,-155.457228,1524.0,900.0,manual,0.62,4.079999923706055,1229.0,manual,0.0,hv61571066,2017-01-20 16:52:25.090000,,19.21833,-155.5645,,,,6.6,,1.34,md,,,0.1834,20.41,213.4,[19.5        11.30000019 14.10000038],[[3115.]],2017-01-20 16:52:20.170000,earthquake_local,AIND.HV_20170120165219_EV
AV,AKHS,BH,54.1533,-165.8868,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-06 12:37:00,noise,AKHS.AV_201809061237_NO
PB,B073,EH,35.98003,-120.4717,535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-09 09:02:00,noise,B073.PB_201507090902_NO
PB,B049,EH,40.23731,-123.81968,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-13 11:22:00,noise,B049.PB_201808131122_NO
PB,B054,EH,37.8602,-122.1995,405.6,800.0,manual,0.72,1.4299999475479126,916.0,manual,0.54,nc72323511,2014-10-09 12:02:33.770000,,37.88917,-122.21933,,,,5.96,,0.4,md,,,0.03333,3.66,331.6,[24.         24.70000076 27.39999962],[[1368.]],2014-10-09 12:02:27.200000,earthquake_local,B054.PB_20141009120226_EV
AE,319A,HH,31.3757,-109.280899,1187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 08:45:42,noise,319A.AE_20180115084542_NO
ZQ,AAM3,HH,-26.374,27.416,1597.1,980.6,autopicker,0.89,2.4100000858306885,1190.6,autopicker,0.77,455403,2007-07-10 02:53:11.400,0.91,-26.455,27.403,0.4,223.0,7.2,2.0,,1.3,ml,,,0.0817,9.07,188.2204,[18.         20.79999924 15.19999981],[[1831.]],2007-07-10 02:53:04.004000,earthquake_local,AAM3.ZQ_20070710025303_EV
C1,AP01,HH,-18.3708,-70.3419,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 06:48:06,noise,AP01.C1_20180115064806_NO
AV,ANCK,BH,58.1981,-155.4961,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-24 06:26:00,noise,ANCK.AV_201706240626_NO
TA,A10A,BH,48.9813,-117.5586,688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-06-08 09:35:00,noise,A10A.TA_200706080935_NO
C1,AF01,HH,-22.95196,-68.17876,2442.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 22:30:18,noise,AF01.C1_20180115223018_NO
PB,B054,EH,37.8602,-122.1995,405.6,600.0,manual,0.55,5.050000190734863,989.0,manual,0.61,nc72539575,2015-10-18 04:41:37.230000,,37.78333,-121.9625,,,,7.23,,1.11,md,,,0.2027,22.54,112.4,[24.         26.60000038 22.10000038],[[1672.]],2015-10-18 04:41:36.280000,earthquake_local,B054.PB_20151018044135_EV
CN,A64,HH,47.8274,-69.8914,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 19:24:48,noise,A64.CN_20180116192448_NO
HV,ALEP,EH,19.541178,-155.644036,2894.0,500.0,manual,0.61,3.5299999713897705,746.0,manual,0.61,hv61427306,2016-09-29 02:57:50.070000,,19.41367,-155.6245,,,,3.17,,1.67,md,,,0.1282,14.26,171.8,[32.5        35.         33.09999847],[[1984.]],2016-09-29 02:57:48.600000,earthquake_local,ALEP.HV_20160929025747_EV
AV,AUL,BH,59.3823,-153.4357,360.0,600.0,manual,0.9,15.215999603271484,1802.8,manual,0.72,ak17701688,2017-12-27 16:34:49.175000,,59.6278,-153.038,,,,106.7,,1.7,ml,,,0.319,35.43,39.67,[3.5999999  7.30000019 5.69999981],[[3199.]],2017-12-27 16:34:58.391000,earthquake_local,AUL.AV_20171227163457_EV
HL,ARG,SH,36.21356,28.12122,148.0,400.0,manual,0.5,38.68000030517578,4430.0,autopicker,0.61,7704891,2005-10-29 19:49:29.12,0.56,38.161,26.6744,0.8503,36.73,3.3769,4.03,,3.4,mb,,,2.26,251.42,148.7,[19.89999962 17.60000038 20.89999962],[[5900.]],2005-10-29 19:50:03.800000,earthquake_local,ARG.HL_20051029195002_EV
HV,ALEP,EH,19.541178,-155.644036,2894.0,900.0,manual,0.51,8.6899995803833,1532.0,manual,0.0,hv61040281,2015-09-17 13:29:05.490000,,19.14283,-155.48567,,,,41.88,,1.9,md,,,0.4235,47.13,159.5,[33.5        27.5        28.10000038],[[3199.]],2015-09-17 13:29:05.180000,earthquake_local,ALEP.HV_20150917132904_EV
PB,B036,EH,42.55833,-123.38167,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-23 14:52:00,noise,B036.PB_201605231452_NO
PB,B057,EH,38.0273,-122.5655,14.4,600.0,manual,0.0,10.65999984741211,1360.0,autopicker,0.47,nc72466091,2015-06-14 13:36:31.880000,,38.53833,-122.29817,,,,6.31,,1.09,md,,,0.5532,61.36,22.3,[11.5        10.30000019  6.5999999 ],[[3199.]],2015-06-14 13:36:36.540000,earthquake_local,B057.PB_20150614133635_EV
AF,ANKE,BH,9.5827,39.7418,2789.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-30 07:57:00,noise,ANKE.AF_201501300757_NO
LD,ASNY,HH,44.39812,-73.8103,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-02 22:36:00,noise,ASNY.LD_201704022236_NO
AV,AMKA,BH,51.3771,179.3,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 23:36:06,noise,AMKA.AV_20180116233606_NO
GM,AA12,HN,39.53523,-121.4669,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-28 01:33:00,noise,AA12.GM_201709280133_NO
PB,B073,EH,35.98003,-120.4717,535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-06 17:50:00,noise,B073.PB_200612061750_NO
AF,ANKE,BH,9.5827,39.7418,2789.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-24 08:09:00,noise,ANKE.AF_201208240809_NO
AK,ATKA,BH,52.2016,-174.1975,55.0,900.0,manual,0.5,28.270000457763672,3268.0,autopicker,0.71,605596889,2014-09-09 06:28:24.48,0.76,52.0472,-171.1534,1.104,98.293,,42.0,,3.7,mb,,,1.88,209.17,275.9,[20.10000038 23.29999924 11.10000038],[[5900.]],2014-09-09 06:28:43.750000,earthquake_local,ATKA.AK_20140909062842_EV
CN,A64,HH,47.8274,-69.8914,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 16:36:06,noise,A64.CN_20180115163606_NO
ZQ,AAM1,HH,-26.427,27.423,1169.9,1106.4,autopicker,0.74,3.470000028610229,1216.4,autopicker,0.94,423344,2008-05-22 16:55:08.900,0.91,-26.423,27.344,0.3,221.0,4.3,2.0,,1.8,ml,,,0.0711,7.89,273.2011,[25.60000038 26.5        27.20000076],[[2652.]],2008-05-22 16:55:01.306000,earthquake_local,AAM1.ZQ_20080522165500_EV
AV,AHB,BH,54.1144,-165.8177,447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-06 03:27:00,noise,AHB.AV_201809060327_NO
TA,A04A,BH,48.7197,-122.707,23.0,500.0,manual,0.5,9.34000015258789,1149.0,manual,0.5,11925573,2007-04-15 01:21:28.83,0.27,49.0037,-122.1718,0.8828,45.226,3.1804,8.99,,2.6,ml,,,0.45,50.39,231.4,[26.29999924 31.29999924 21.89999962],[[3199.]],2007-04-15 01:21:33.170000,earthquake_local,A04A.TA_20070415012132_EV
CI,BBR,HH,34.2623,-116.92075,2069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 01:39:24,noise,BBR.CI_20180115013924_NO
PB,B001,EH,48.04307,-123.13141,237.0,400.0,manual,0.6,6.670000076293945,955.0,manual,0.91,uw61073466,2015-08-31 16:46:44.540000,,47.80267,-122.752,,,,15.82,,0.51,md,,,0.3507,38.97,133.5,[21.89999962 21.20000076 15.39999962],[[1531.]],2015-08-31 16:46:47.210000,earthquake_local,B001.PB_20150831164646_EV
AK,ATKA,BH,52.2016,-174.1975,55.0,500.0,manual,0.5,24.549999237060547,2588.0,manual,0.5,603721510,2013-10-06 10:52:30.96,1.7,52.2044,-171.6261,1.3718,188.643,,57.72,,3.8,mb,,,1.58,175.79,271.0,[22.         29.20000076 20.39999962],[[4744.]],2013-10-06 10:52:50.510000,earthquake_local,ATKA.AK_20131006105249_EV
PB,B054,EH,37.8602,-122.1995,405.6,700.0,manual,0.59,10.399999618530272,1505.0,autopicker,0.65,nc72357106,2014-11-27 20:42:55.950000,,38.3595,-122.3595,,,,3.56,,1.94,md,,,0.5162,57.17,345.8,[20.         23.39999962 17.29999924],[[2807.]],2014-11-27 20:42:59.350000,earthquake_local,B054.PB_20141127204258_EV
LD,BRNY,HH,41.414036,-74.011889,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 14:20:18,noise,BRNY.LD_20180115142018_NO
PB,B065,EH,36.743667,-121.474167,643.0,400.0,manual,0.54,3.4600000381469727,657.0,manual,0.0,nc72044001,2013-08-06 06:47:23.780000,,36.6385,-121.35367,,,,13.04,,1.0,md,,,0.1432,15.88,137.4,[40.59999847 40.         36.20000076],[[1139.]],2013-08-06 06:47:23.240000,earthquake_local,B065.PB_20130806064722_EV
AV,ANON,EH,56.919,-158.1737,445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 08:33:48,noise,ANON.AV_20180116083348_NO
AV,AKS,EH,54.1095,-165.6987,213.0,800.0,manual,0.7,28.920000076293945,3027.0,manual,0.04,usb000s4n6,2014-08-02 19:12:54.260000,1.73,52.401,-164.898,0.85,,,41.4,9.7,3.2,ml,,,1.77802,197.36,164.622,[34.5        27.89999962 29.5       ],[[5005.]],2014-08-02 19:13:15.180000,earthquake_local,AKS.AV_20140802191315_EV
PB,B058,EH,36.7995,-121.5808,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-05-23 11:10:00,noise,B058.PB_201005231110_NO
CI,ADO,HH,34.550461,-117.433907,908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 05:32:30,noise,ADO.CI_20180116053230_NO
HV,AHUD,EH,19.371567,-155.263462,1051.0,601.0,autopicker,0.89,1.7899999618530271,736.0,autopicker,0.7,hv70410037,2018-07-12 02:34:31.640000,,19.41433,-155.27533,,,,0.76,,2.34,ml,,,0.04399,4.9,345.0,[26.89999962 26.70000076 31.39999962],[[1742.]],2018-07-12 02:34:27.420000,earthquake_local,AHUD.HV_20180712023426_EV
AV,AKS,EH,54.1095,-165.6987,213.0,800.0,manual,0.79,12.76099967956543,1745.5,manual,0.86,ak010farw9ch,2010-11-29 03:25:15.372000,,53.7022,-164.8395,0.62,,0.0,25.8,0.3,2.3,ml,,,0.649,72.41,129.29,[22.60000038 27.5        23.5       ],[[3160.]],2010-11-29 03:25:20.133000,earthquake_local,AKS.AV_20101129032519_EV
SN,AMD,EH,36.4526,-116.2818,775.4,800.0,manual,0.95,4.990260124206543,1134.279,manual,0.93,nn00402520,2013-02-11 06:45:18.475000,,36.4973,-116.5891,0.0761,105.72,0.0,4.2,4.3,0.8,ml,NN,,0.251,27.98,280.16,[38.59999847 40.79999924 39.40000153],[[2133.]],2013-02-11 06:45:15.465260,earthquake_local,AMD.SN_20130211064514_EV
GO,AKH,HH,41.41,43.4929,1720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-06-08 23:23:00,noise,AKH.GO_201406082323_NO
LD,ASNY,HH,44.39812,-73.8103,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-17 04:20:00,noise,ASNY.LD_201710170420_NO
PB,B901,EH,35.6897,-120.142,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-01 14:50:00,noise,B901.PB_201206011450_NO
HV,ALEP,EH,19.541178,-155.644036,2894.0,900.0,manual,0.61,7.710000038146973,1491.0,manual,0.58,hv62014511,2017-12-21 18:38:53.750000,,19.375,-155.24533,,,,28.29,,1.69,md,,,0.4109,45.73,113.9,[32.20000076 30.60000038 29.29999924],[[2529.]],2017-12-21 18:38:52.460000,earthquake_local,ALEP.HV_20171221183851_EV
PB,B018,EH,46.9795,-123.0203,10.0,400.0,manual,0.88,11.369999885559082,1307.0,manual,0.86,uw60514642,2013-04-04 17:16:59.050000,,46.50083,-122.41683,,,,16.57,,1.0,md,,,0.6337,70.42,139.4,[12.69999981 13.19999981 12.5       ],[[3199.]],2013-04-04 17:17:06.420000,earthquake_local,B018.PB_20130404171705_EV
KZ,ABKAR,BH,49.2556,59.9431,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-09-17 15:51:00,noise,ABKAR.KZ_201009171551_NO
TA,B05A,BH,48.2641,-122.096,154.5,500.0,manual,0.95,10.210000038146973,1353.0,manual,0.0,uw10738453,2007-12-28 12:25:43.390000,,48.8085,-122.0911667,0.41,75.0,1.39,14.04,2.65,2.1,md,UW,,0.5448,60.54,0.3,[43.20000076 47.09999847 34.29999924],[[2117.]],2007-12-28 12:25:48.600000,earthquake_local,B05A.TA_20071228122547_EV
LD,BRNJ,HH,40.682695,-74.565742,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 00:51:06,noise,BRNJ.LD_20180116005106_NO
PB,B065,EH,36.743667,-121.474167,643.0,400.0,manual,0.59,2.809999942779541,626.0,manual,0.59,nc72298961,2014-09-14 21:56:14.710000,,36.69283,-121.3295,,,,8.27,,0.45,md,,,0.127,14.1,113.7,[21.5        19.29999924 21.79999924],[[1450.]],2014-09-14 21:56:13.520000,earthquake_local,B065.PB_20140914215612_EV
PB,B065,EH,36.743667,-121.474167,643.0,400.0,manual,0.7,1.9600000381469729,539.0,manual,0.0,nc71539571,2011-03-08 12:18:30.950000,,36.7935,-121.5516667,0.21,71.0,1.08,6.72,0.78,0.13,md,NC,,0.08018,8.86,308.8,[21.89999962 26.70000076 19.20000076],[[945.]],2011-03-08 12:18:28.910000,earthquake_local,B065.PB_20110308121827_EV
PB,B073,EH,35.98003,-120.4717,535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-18 13:30:00,noise,B073.PB_201604181330_NO
AV,AKRB,BH,54.1292,-166.0708,334.0,700.0,manual,0.5,16.850000381469727,1976.0,autopicker,0.49,604653423,2014-05-24 11:09:29.05,1.61,53.5847,-164.8611,1.2676,159.097,,22.47,,4.3,mb,,,0.9,100.04,307.9,[50.         50.5        47.29999924],[[5900.]],2014-05-24 11:09:38.900000,earthquake_local,AKRB.AV_20140524110937_EV
EC,ANTS,HH,-0.4973,-78.170403,4580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 02:34:00,noise,ANTS.EC_20180115023400_NO
GM,AA12,HH,39.53523,-121.4669,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-21 22:24:00,noise,AA12.GM_201712212224_NO
AK,ATKA,BH,52.2016,-174.1975,55.0,700.0,manual,0.92,17.483999252319336,2093.7,manual,0.92,ak0125irhkr9,2012-04-29 18:47:25.335000,,52.428,-173.8776,0.43,,0.0,133.8,1.1,2.5,ml,,,0.299,33.33,40.94,[21.10000038 26.79999924 19.20000076],[[2631.]],2012-04-29 18:47:35.819000,earthquake_local,ATKA.AK_20120429184734_EV
PB,B013,EH,47.813,-122.9108,75.3,800.0,manual,1.0,7.989999771118164,1407.0,manual,0.92,uw60547961,2013-07-01 22:33:22.560000,,47.65467,-123.51283,,,,3.43,,1.3,md,,,0.4362,48.47,248.4,[ 2.0999999   2.70000005 19.        ],[[3199.]],2013-07-01 22:33:22.550000,earthquake_local,B013.PB_20130701223321_EV
AV,AMKA,BH,51.3771,179.3,116.0,400.0,manual,0.81,8.321000099182129,1020.1,manual,0.71,ak16827324,2017-09-11 12:44:52.582000,,51.3476,179.5495,,,,48.9,,2.0,ml,,,0.159,17.68,100.82,[36.5        30.39999962 23.5       ],[[1528.]],2017-09-11 12:44:56.903000,earthquake_local,AMKA.AV_20170911124455_EV
CN,A16,HH,47.468,-70.0096,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 00:49:00,noise,A16.CN_20180116004900_NO
C1,AC06,HH,-27.357117,-70.354689,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 08:33:06,noise,AC06.C1_20180116083306_NO
II,ABPO,BH,-19.018,47.229,1528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 15:54:48,noise,ABPO.II_20180116155448_NO
KZ,AKTK,BH,50.4348,58.0167,360.0,761.6,autopicker,0.56,5.460000038146973,1250.6,autopicker,0.7,254927,2004-02-20 10:27:52.440,19.65,50.25,58.4927,0.0,81.0,,0.0,,1.8,mpv,,,0.357,39.63,121.0602,[22.5        29.20000076         nan],[[2450.]],2004-02-20 10:27:50.284000,earthquake_local,AKTK.KZ_20040220102749_EV
KR,ARSB,BH,41.32333,72.98111,1378.0,500.0,manual,0.5,20.18000030517578,1781.0,manual,0.5,603229682,2013-07-11 08:45:25.92,1.07,40.8544,74.0178,1.8471,38.703,3.30303,2.84,,4.3,mb,,,0.91,101.48,301.3,[62.59999847 60.5        59.29999924],[[5900.]],2013-07-11 08:45:41.100000,earthquake_local,ARSB.KR_20130711084540_EV
LD,ACCN,HH,43.3843,-73.6678,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-02 20:52:00,noise,ACCN.LD_201711022052_NO
C1,AC06,HH,-27.357117,-70.354689,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 01:24:42,noise,AC06.C1_20180115012442_NO
AV,AKS,EH,54.1095,-165.6987,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 08:10:00,noise,AKS.AV_20180115081000_NO
NC,BBGB,HH,36.57848,-121.03957,1089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-10-05 06:21:00,noise,BBGB.NC_201410050621_NO
PB,B047,EH,40.25047,-124.17133,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-20 04:46:00,noise,B047.PB_201305200446_NO
KR,ARSB,BH,41.32333,72.98111,1378.0,900.0,manual,0.5,5.380000114440918,1290.0,manual,0.5,607719471,2015-01-05 04:25:41.42,0.95,41.4782,72.7295,1.092,56.413,3.4462,13.4,,3.6,mb,,,0.24,27.18,129.0,[48.40000153 49.90000153 46.        ],[[5900.]],2015-01-05 04:25:37.800000,earthquake_local,ARSB.KR_20150105042536_EV
PB,B018,EH,46.9795,-123.0203,10.0,900.0,manual,0.46,9.380000114440918,1683.0,manual,0.78,uw60828527,2014-07-28 11:04:34.740000,,47.4582,-122.7983,,,,26.4,,3.5,ml,,,0.5022,55.74,17.6,[61.59999847 62.09999847 58.        ],[[2378.]],2014-07-28 11:04:35.120000,earthquake_local,B018.PB_20140728110435_EV
AV,AKS,EH,54.1095,-165.6987,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 11:07:06,noise,AKS.AV_20180115110706_NO
PB,B049,EH,40.2375,-123.8197,117.0,400.0,manual,0.56,8.720000267028809,1067.0,manual,0.0,nc72263511,2014-07-24 03:22:46.220000,,40.5953,-124.1,,,,18.5,0.31,1.88,md,,,0.4171,46.31,329.2,[38.20000076 39.59999847 32.90000153],[[1974.]],2014-07-24 03:22:50.940000,earthquake_local,B049.PB_20140724032249_EV
7F,ARK2,EH,35.334099,-92.298203,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-30 11:02:12,noise,ARK2.7F_20100730110212_NO
AE,113A,HH,32.7683,-113.7667,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-21 00:47:00,noise,113A.AE_201707210047_NO
AE,319A,HH,31.3757,-109.280899,1187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 11:15:30,noise,319A.AE_20180115111530_NO
C1,AC05,HH,-28.836377,-70.273777,1227.0,900.0,manual,0.5,19.420000076293945,2392.0,manual,0.5,607916897,2014-06-09 00:03:23.93,0.88,-28.8162,-69.3699,0.6782,45.391,5.93721,113.36,,3.6,mw,,,0.79,88.25,268.3,[62.         60.59999847 54.        ],[[5900.]],2014-06-09 00:03:34.350000,earthquake_local,AC05.C1_20140609000333_EV
AV,AMKA,BH,51.3771,179.3,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 09:20:00,noise,AMKA.AV_20180116092000_NO
C1,AC04,HH,-28.2046,-71.0739,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 09:48:42,noise,AC04.C1_20180116094842_NO
ET,ASTN,EH,36.327,-83.476,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 06:39:00,noise,ASTN.ET_20180116063900_NO
